,code,name,carrier,late aircraft,national aviation system,security,weather,cancelled,delayed,diverted,on time,total,carrier,late aircraft,national aviation system,security,total,weather,month
52755,CLT,"Charlotte, NC: Charlotte Douglas International",13,3,16,0,4,0,37,0,485,522,457,253,579,0,1584,295,9
52756,MCO,"Orlando, FL: Orlando International",39,21,49,0,7,0,116,2,1114,1232,2020,1104,1835,0,5295,336,9
52757,PDX,"Portland, OR: Portland International",18,18,13,0,2,0,50,0,458,508,812,779,418,0,2123,114,9
52758,IAH,"Houston, TX: George Bush Intercontinental/Houston",4,1,4,0,3,0,12,0,194,206,148,35,157,0,530,190,9
52759,TPA,"Tampa, FL: Tampa International",35,18,30,0,4,0,87,1,689,777,2333,1157,905,0,4700,305,9
52760,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14,7,4,0,3,0,29,0,465,494,679,228,196,0,1321,218,9
52761,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",56,122,59,0,0,5,237,5,2277,2524,6342,7995,1703,0,16040,0,9
52762,IAH,"Houston, TX: George Bush Intercontinental/Houston",71,161,175,0,12,15,419,5,4200,4639,7000,8731,7470,0,24708,1507,9
52763,ORD,"Chicago, IL: Chicago O'Hare International",77,142,279,0,11,46,509,12,3250,3817,5937,8529,17935,0,33727,1326,9
52764,LGA,"New York, NY: LaGuardia",31,40,59,0,0,13,131,1,662,807,2212,3500,2491,0,8203,0,9
52765,BOS,"Boston, MA: Logan International",9,11,9,0,0,1,29,1,185,216,956,798,691,0,2445,0,9
52766,CLT,"Charlotte, NC: Charlotte Douglas International",15,12,37,0,0,3,64,1,284,352,863,709,1506,0,3078,0,9
52767,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2,5,4,0,0,0,11,0,29,40,73,255,178,0,506,0,9
52768,EWR,"Newark, NJ: Newark Liberty International",59,143,223,0,11,39,436,1,2185,2661,4791,8881,11352,0,25952,928,9
52769,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",194,298,286,0,0,9,778,16,4053,4856,17257,18258,8975,0,44490,0,9
52770,IAD,"Washington, DC: Washington Dulles International",4,5,2,0,0,0,11,1,80,92,110,473,92,0,675,0,9
52771,DCA,"Washington, DC: Ronald Reagan Washington National",7,9,18,0,0,2,35,0,190,227,424,627,1427,0,2478,0,9
52772,DTW,"Detroit, MI: Detroit Metro Wayne County",69,97,79,0,0,7,245,0,1512,1764,8731,7477,2632,0,18840,0,9
52773,MSP,"Minneapolis, MN: Minneapolis-St Paul International",27,15,19,0,0,3,61,1,333,398,3741,1035,607,0,5383,0,9
52774,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9
52775,MDW,"Chicago, IL: Chicago Midway International",8,4,2,0,0,0,13,0,74,87,452,365,112,0,929,0,9
52776,PHL,"Philadelphia, PA: Philadelphia International",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9
52777,DEN,"Denver, CO: Denver International",49,83,66,0,2,2,199,0,1760,1961,3879,8538,2570,0,15129,142,9
52778,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",25,27,38,0,1,1,91,0,448,540,1791,2580,1643,0,6145,131,9
52779,ORD,"Chicago, IL: Chicago O'Hare International",8,17,48,0,0,2,73,1,361,437,348,1439,2706,0,4493,0,9
52780,PDX,"Portland, OR: Portland International",0,1,3,0,0,0,4,0,86,90,10,32,60,0,102,0,9
52781,LAS,"Las Vegas, NV: McCarran International",20,17,24,0,1,0,62,0,375,437,1208,1031,1066,0,3416,111,9
52782,MCO,"Orlando, FL: Orlando International",16,13,36,0,0,1,66,0,314,381,1128,1593,1404,0,4125,0,9
52783,PHL,"Philadelphia, PA: Philadelphia International",10,21,33,0,3,3,66,0,203,272,1468,2621,2155,0,6366,122,9
52784,IAH,"Houston, TX: George Bush Intercontinental/Houston",10,5,20,0,0,0,35,1,114,150,557,1139,959,0,2655,0,9
52785,MIA,"Miami, FL: Miami International",7,10,22,0,1,0,40,0,140,180,341,1063,617,0,2047,26,9
52786,IAD,"Washington, DC: Washington Dulles International",9,11,15,0,0,0,35,0,165,200,305,1253,653,0,2211,0,9
52787,LGA,"New York, NY: LaGuardia",1,4,11,0,0,0,17,0,73,90,397,479,707,0,1583,0,9
52788,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",6,4,11,0,0,0,21,0,120,141,380,705,253,0,1338,0,9
52789,DCA,"Washington, DC: Ronald Reagan Washington National",3,2,11,0,0,0,17,1,70,88,134,265,498,0,897,0,9
52790,SFO,"San Francisco, CA: San Francisco International",6,4,14,0,0,0,24,0,157,181,213,809,559,0,1581,0,9
52791,SEA,"Seattle, WA: Seattle/Tacoma International",4,4,10,0,0,0,18,0,79,97,178,409,283,0,870,0,9
52792,SLC,"Salt Lake City, UT: Salt Lake City International",4,3,3,0,0,0,10,0,84,94,127,93,130,0,368,18,9
52793,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4,1,7,0,0,2,12,0,168,182,220,59,247,0,529,3,9
52794,SAN,"San Diego, CA: San Diego International",2,2,4,0,1,0,9,0,73,82,84,56,196,0,354,18,9
52795,LAX,"Los Angeles, CA: Los Angeles International",5,4,6,0,0,1,14,1,131,147,138,288,196,0,622,0,9
52796,TPA,"Tampa, FL: Tampa International",5,5,10,0,0,1,19,0,95,115,407,340,415,0,1162,0,9
52797,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5,4,0,0,0,0,9,0,111,120,568,183,30,0,781,0,9
52798,CLT,"Charlotte, NC: Charlotte Douglas International",4,3,4,0,0,1,12,0,47,60,204,129,150,0,483,0,9
52799,DTW,"Detroit, MI: Detroit Metro Wayne County",3,2,2,0,0,0,7,0,70,77,195,59,145,0,399,0,9
52800,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",4,0,2,0,0,1,6,0,40,47,704,0,175,0,879,0,9
52801,LAX,"Los Angeles, CA: Los Angeles International",8,2,0,0,1,1,11,0,120,132,212,107,0,0,363,44,9
52802,LAS,"Las Vegas, NV: McCarran International",12,1,0,0,0,0,13,0,60,73,424,13,0,0,437,0,9
52803,SFO,"San Francisco, CA: San Francisco International",13,2,0,0,1,1,16,1,42,60,439,50,0,0,539,50,9
52804,SAN,"San Diego, CA: San Diego International",9,0,0,0,1,0,11,0,19,30,397,0,7,6,435,25,9
52805,SEA,"Seattle, WA: Seattle/Tacoma International",17,1,0,0,1,0,19,0,41,60,641,41,0,0,751,69,9
52806,PDX,"Portland, OR: Portland International",12,0,0,0,1,0,13,0,17,30,664,11,0,0,752,77,9
52807,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5,1,0,0,0,0,6,0,24,30,142,15,0,0,157,0,9
52808,JFK,"New York, NY: John F. Kennedy International",9,0,0,0,0,0,9,0,18,27,327,0,0,0,327,0,9
52809,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",108,155,87,2,5,5,357,3,3376,3741,9825,9593,3438,125,23162,181,9
52810,DCA,"Washington, DC: Ronald Reagan Washington National",2,2,3,0,0,3,7,0,33,43,103,249,98,0,450,0,9
52811,MIA,"Miami, FL: Miami International",22,11,27,0,2,5,62,5,263,335,1290,716,823,0,2908,79,9
52812,PHL,"Philadelphia, PA: Philadelphia International",0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9
52813,ORD,"Chicago, IL: Chicago O'Hare International",154,269,389,2,33,151,846,9,4636,5642,16390,18008,22697,78,59839,2666,9
52814,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",7,5,12,0,1,4,25,1,108,138,540,396,386,0,1348,26,9
52815,DTW,"Detroit, MI: Detroit Metro Wayne County",7,8,9,0,1,6,25,1,110,142,346,390,336,0,1150,78,9
52816,LGA,"New York, NY: LaGuardia",31,42,63,0,4,30,139,0,516,685,1864,2714,2613,0,7361,170,9
52817,JFK,"New York, NY: John F. Kennedy International",15,10,13,1,0,7,39,0,119,165,1188,579,692,56,2518,3,9
52818,EWR,"Newark, NJ: Newark Liberty International",4,2,4,0,2,1,13,0,42,56,151,106,256,0,655,142,9
52819,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1,7,3,0,0,1,11,0,55,67,47,489,129,0,665,0,9
52820,LAS,"Las Vegas, NV: McCarran International",39,47,85,1,4,4,177,2,710,893,2421,3223,3779,15,9675,237,9
52821,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",37,47,62,0,2,0,148,0,613,761,2541,3342,2761,29,8722,49,9
52822,SAN,"San Diego, CA: San Diego International",14,5,8,0,0,1,27,0,152,180,1386,185,279,0,1850,0,9
52823,BOS,"Boston, MA: Logan International",15,16,29,0,0,0,61,0,179,240,1124,1096,1447,0,3676,9,9
52824,DTW,"Detroit, MI: Detroit Metro Wayne County",27,40,66,0,2,1,136,0,469,606,1588,3053,3750,6,8486,89,9
52825,DEN,"Denver, CO: Denver International",5,12,18,1,1,0,37,0,284,321,257,710,657,11,1723,88,9
52826,IAH,"Houston, TX: George Bush Intercontinental/Houston",36,37,59,1,3,9,135,0,398,542,1879,3069,2843,44,7920,85,9
52827,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",29,13,35,0,2,6,79,2,234,321,1574,1127,1840,0,4611,70,9
52828,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3,2,2,0,0,0,7,0,47,54,103,121,32,0,256,0,9
52829,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",50,55,115,2,0,6,222,0,730,958,2508,5160,5567,36,13331,60,9
52830,LAX,"Los Angeles, CA: Los Angeles International",29,23,48,0,3,3,104,1,366,474,1612,1761,2067,0,5562,122,9
52831,MCO,"Orlando, FL: Orlando International",39,24,36,0,1,1,100,0,303,404,2202,1107,1810,0,5187,68,9
52832,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",48,51,82,0,3,3,184,1,393,581,2852,4826,4233,13,12073,149,9
52833,LGA,"New York, NY: LaGuardia",15,9,36,0,3,6,63,1,260,330,861,372,1638,0,3014,143,9
52834,MSP,"Minneapolis, MN: Minneapolis-St Paul International",26,29,39,1,1,1,96,0,206,303,1171,1522,1728,11,4450,18,9
52835,TPA,"Tampa, FL: Tampa International",13,18,21,0,2,3,53,0,127,183,854,1484,906,0,3298,54,9
52836,ORD,"Chicago, IL: Chicago O'Hare International",41,47,143,0,6,14,237,3,703,957,2154,3110,7122,4,12783,393,9
52837,PHL,"Philadelphia, PA: Philadelphia International",13,10,18,0,1,1,41,0,108,150,997,1186,1442,0,3647,22,9
52838,PDX,"Portland, OR: Portland International",4,4,8,0,0,1,16,0,52,69,226,270,293,0,789,0,9
52839,LAX,"Los Angeles, CA: Los Angeles International",80,266,314,1,11,10,673,6,2293,2982,6140,15644,11724,77,34285,700,9
52840,SLC,"Salt Lake City, UT: Salt Lake City International",72,137,52,0,6,8,266,3,3425,3702,9116,8859,1331,17,19714,391,9
52841,SAN,"San Diego, CA: San Diego International",35,54,18,0,1,2,107,1,520,630,2985,2851,624,0,6536,76,9
52842,MSP,"Minneapolis, MN: Minneapolis-St Paul International",55,140,156,3,10,12,364,1,1892,2269,6098,8083,4768,659,20552,944,9
52843,DTW,"Detroit, MI: Detroit Metro Wayne County",33,54,47,1,8,8,143,0,802,953,2860,4122,1778,20,9307,527,9
52844,SEA,"Seattle, WA: Seattle/Tacoma International",27,56,49,1,13,6,145,1,1199,1351,3702,3404,1500,18,9293,669,9
52845,SFO,"San Francisco, CA: San Francisco International",59,216,177,0,5,34,457,1,2475,2967,5640,11390,10471,0,27652,151,9
52846,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",33,63,28,1,3,20,127,2,1294,1443,3614,3899,774,12,8374,75,9
52847,ORD,"Chicago, IL: Chicago O'Hare International",92,243,261,0,13,66,609,8,3075,3758,7844,15581,15772,0,40460,1263,9
52848,IAH,"Houston, TX: George Bush Intercontinental/Houston",36,76,46,0,3,8,161,7,1150,1326,4363,4050,1761,0,10436,262,9
52849,DEN,"Denver, CO: Denver International",113,191,127,0,10,26,442,0,3622,4090,12112,10883,4293,0,27906,618,9
52850,PDX,"Portland, OR: Portland International",13,26,9,0,0,1,48,0,433,482,890,1684,244,0,2818,0,9
52851,CLT,"Charlotte, NC: Charlotte Douglas International",5,9,14,0,1,1,30,0,62,93,636,565,516,0,1732,15,9
52852,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",22,18,16,0,2,1,58,1,328,388,1897,1076,609,0,3684,102,9
52853,LAS,"Las Vegas, NV: McCarran International",9,4,7,0,0,0,20,0,120,140,663,328,173,0,1164,0,9
52854,MDW,"Chicago, IL: Chicago Midway International",3,0,3,0,1,0,7,0,24,31,117,7,110,0,249,15,9
52855,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",26,14,9,0,1,1,50,0,306,357,1402,770,297,0,2570,101,9
52856,DCA,"Washington, DC: Ronald Reagan Washington National",9,8,9,0,1,4,28,0,144,176,217,447,462,0,1389,263,9
52857,LGA,"New York, NY: LaGuardia",2,0,1,0,0,0,3,0,12,15,140,0,25,0,165,0,9
52858,MIA,"Miami, FL: Miami International",2,2,4,0,1,0,8,0,24,32,138,78,81,0,345,48,9
52859,BOS,"Boston, MA: Logan International",1,0,0,0,1,0,2,0,17,19,50,0,20,0,113,43,9
52860,PHL,"Philadelphia, PA: Philadelphia International",1,0,1,0,0,0,2,0,2,4,61,10,21,0,92,0,9
52861,IAH,"Houston, TX: George Bush Intercontinental/Houston",169,136,102,0,21,13,428,8,4072,4521,10960,11417,3466,0,27053,1210,9
52862,EWR,"Newark, NJ: Newark Liberty International",163,129,188,0,18,11,497,6,3058,3572,9483,10463,8745,0,29791,1100,9
52863,SFO,"San Francisco, CA: San Francisco International",179,163,209,0,11,8,563,5,3591,4167,10095,12805,9490,0,32914,524,9
52864,MSP,"Minneapolis, MN: Minneapolis-St Paul International",21,15,13,0,3,1,52,0,280,333,1281,1406,531,0,3442,224,9
52865,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16,18,16,0,0,0,50,1,275,326,856,1303,767,0,2926,0,9
52866,ORD,"Chicago, IL: Chicago O'Hare International",215,210,296,0,13,23,734,10,4841,5608,13179,17108,16672,0,48061,1102,9
52867,LAX,"Los Angeles, CA: Los Angeles International",136,99,178,0,11,7,424,5,2001,2437,7528,8903,6476,0,23523,616,9
52868,DEN,"Denver, CO: Denver International",150,127,116,0,16,9,409,4,3831,4253,10499,11519,4623,0,27722,1081,9
52869,IAD,"Washington, DC: Washington Dulles International",78,58,73,1,7,3,217,3,1414,1637,3569,4448,2711,52,11329,549,9
52870,SAN,"San Diego, CA: San Diego International",36,18,17,0,1,0,72,2,629,703,1637,1321,509,0,3552,85,9
52871,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13,11,7,0,1,0,32,0,232,264,627,763,227,0,1683,66,9
52872,DCA,"Washington, DC: Ronald Reagan Washington National",27,20,30,0,3,6,80,1,328,415,1286,1537,1774,0,4745,148,9
52873,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",21,19,16,0,3,1,58,3,389,451,1242,1412,540,0,3334,140,9
52874,JFK,"New York, NY: John F. Kennedy International",23,7,16,0,0,0,46,0,310,356,1468,399,922,0,2789,0,9
52875,SLC,"Salt Lake City, UT: Salt Lake City International",8,7,7,0,2,0,24,0,105,129,803,534,253,0,1667,77,9
52876,PHL,"Philadelphia, PA: Philadelphia International",19,14,35,0,3,1,71,0,282,354,1335,1195,1776,0,4457,151,9
52877,SEA,"Seattle, WA: Seattle/Tacoma International",44,25,30,0,4,0,102,1,695,798,2246,1521,1085,0,5011,159,9
52878,PDX,"Portland, OR: Portland International",32,14,13,0,1,0,61,0,450,511,1718,1023,529,0,3340,70,9
52879,LGA,"New York, NY: LaGuardia",38,20,73,0,4,5,136,3,567,711,1932,1476,4508,0,8311,395,9
52880,DTW,"Detroit, MI: Detroit Metro Wayne County",11,5,3,0,2,0,21,1,88,110,431,326,145,0,1047,145,9
52881,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",19,16,22,0,4,1,61,1,234,297,805,998,1012,0,3210,395,9
52882,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",12,10,22,0,0,0,44,0,247,291,633,732,732,0,2097,0,9
52883,TPA,"Tampa, FL: Tampa International",33,24,18,0,2,1,77,0,327,405,1453,2017,738,0,4331,123,9
52884,BOS,"Boston, MA: Logan International",73,56,68,0,2,2,199,2,902,1105,4124,5080,2743,0,12299,352,9
52885,MCO,"Orlando, FL: Orlando International",46,36,37,0,2,1,120,1,671,793,2202,3509,1367,0,7220,142,9
52886,LAS,"Las Vegas, NV: McCarran International",58,37,22,0,4,0,120,0,937,1057,3634,2591,720,0,7091,146,9
52887,MIA,"Miami, FL: Miami International",13,8,11,0,0,2,33,3,151,189,795,525,391,0,1720,9,9
52888,CLT,"Charlotte, NC: Charlotte Douglas International",1,2,4,0,0,0,8,0,43,51,67,402,204,0,681,8,9
52889,LAX,"Los Angeles, CA: Los Angeles International",34,61,64,1,17,2,176,0,893,1071,1743,2575,2195,21,6991,457,9
52890,SFO,"San Francisco, CA: San Francisco International",24,57,77,0,15,2,172,0,1271,1445,1864,2289,4093,0,8612,366,9
52891,JFK,"New York, NY: John F. Kennedy International",9,4,18,0,7,0,39,0,283,322,293,106,779,0,1338,160,9
52892,BOS,"Boston, MA: Logan International",4,1,6,0,2,0,12,0,129,141,229,16,257,0,548,46,9
52893,EWR,"Newark, NJ: Newark Liberty International",2,3,5,0,2,0,12,1,153,166,117,87,287,0,532,41,9
52894,SEA,"Seattle, WA: Seattle/Tacoma International",9,21,9,0,4,0,43,0,144,187,454,781,320,2,1631,74,9
52895,LAS,"Las Vegas, NV: McCarran International",7,21,15,0,1,1,44,0,278,323,154,804,430,0,1410,22,9
52896,ORD,"Chicago, IL: Chicago O'Hare International",8,8,8,1,1,0,27,0,113,140,372,287,298,55,1048,36,9
52897,PDX,"Portland, OR: Portland International",1,1,0,0,0,0,2,0,28,30,12,76,0,0,88,0,9
52898,DCA,"Washington, DC: Ronald Reagan Washington National",7,4,5,0,5,0,21,0,90,111,258,120,321,0,823,124,9
52899,MCO,"Orlando, FL: Orlando International",1,0,0,0,0,0,1,0,29,30,102,0,0,0,102,0,9
52900,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",5,2,3,0,0,1,9,0,51,61,221,69,71,0,361,0,9
52901,IAD,"Washington, DC: Washington Dulles International",6,2,7,0,4,0,19,0,128,147,187,86,255,0,627,99,9
52902,SAN,"San Diego, CA: San Diego International",0,4,4,0,0,1,8,1,159,169,10,230,152,0,392,0,9
52903,LGA,"New York, NY: LaGuardia",7,3,14,1,8,1,32,0,74,107,458,197,653,19,1521,194,9
52904,LAX,"Los Angeles, CA: Los Angeles International",129,175,251,0,14,64,570,3,2675,3312,6494,8950,8355,0,24838,1039,9
52905,LGA,"New York, NY: LaGuardia",28,28,59,0,17,5,132,4,807,948,1305,1315,2239,0,5791,932,9
52906,MCO,"Orlando, FL: Orlando International",118,137,98,3,11,3,367,6,2230,2606,9522,9090,3419,139,22645,475,9
52907,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",106,143,105,1,18,10,373,8,3085,3476,5759,7243,3587,67,17840,1184,9
52908,BOS,"Boston, MA: Logan International",44,64,51,0,4,1,162,0,802,965,2080,3734,2057,0,8209,338,9
52909,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",174,293,283,2,73,13,825,17,4735,5590,9675,16980,13325,48,45894,5866,9
52910,CLT,"Charlotte, NC: Charlotte Douglas International",16,13,13,1,0,0,43,1,131,175,519,705,344,24,1609,17,9
52911,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",163,229,89,0,11,24,492,6,4066,4588,7215,10479,2835,0,21044,515,9
52912,SAN,"San Diego, CA: San Diego International",103,130,65,1,3,15,303,8,2286,2612,5020,6096,2018,49,13396,213,9
52913,SEA,"Seattle, WA: Seattle/Tacoma International",56,59,60,1,2,3,178,3,952,1136,2339,3063,1705,26,7197,64,9
52914,SFO,"San Francisco, CA: San Francisco International",47,93,63,0,6,30,208,1,1049,1288,2421,3952,2706,3,9388,306,9
52915,DCA,"Washington, DC: Ronald Reagan Washington National",36,53,38,0,16,10,143,2,1117,1272,1487,2724,2526,0,7826,1089,9
52916,DEN,"Denver, CO: Denver International",168,239,92,0,17,1,516,5,4512,5034,9356,11507,3031,0,24849,955,9
52917,DTW,"Detroit, MI: Detroit Metro Wayne County",33,21,16,0,5,1,76,0,492,569,1450,1177,758,0,4073,688,9
52918,EWR,"Newark, NJ: Newark Liberty International",21,24,34,0,2,2,81,0,421,504,1245,1534,1281,0,4238,178,9
52919,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",60,71,70,2,4,2,207,3,936,1148,3552,4252,2446,74,10632,308,9
52920,IAD,"Washington, DC: Washington Dulles International",13,5,6,0,3,0,27,0,158,185,567,524,244,0,1644,309,9
52921,LAS,"Las Vegas, NV: McCarran International",172,272,104,2,12,16,562,11,5536,6125,9931,14199,3354,94,28154,576,9
52922,MDW,"Chicago, IL: Chicago Midway International",196,297,195,1,81,10,769,19,6182,6980,10319,16164,8895,26,41362,5958,9
52923,MSP,"Minneapolis, MN: Minneapolis-St Paul International",32,25,21,0,6,1,84,0,606,691,1567,923,796,14,3708,408,9
52924,PDX,"Portland, OR: Portland International",37,61,7,0,1,2,106,0,976,1084,1108,3224,277,0,4650,41,9
52925,PHL,"Philadelphia, PA: Philadelphia International",35,36,30,0,11,1,111,0,560,672,1572,1952,1559,0,5697,614,9
52926,SLC,"Salt Lake City, UT: Salt Lake City International",32,64,10,0,3,0,108,1,705,814,1228,2625,282,0,4240,105,9
52927,TPA,"Tampa, FL: Tampa International",80,101,51,1,10,2,243,4,1617,1866,5243,5430,1734,27,12986,552,9
52928,DEN,"Denver, CO: Denver International",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9
52929,JFK,"New York, NY: John F. Kennedy International",73,50,150,0,3,4,277,2,1215,1498,5661,3190,6957,9,16032,215,10
52930,LAX,"Los Angeles, CA: Los Angeles International",141,113,155,2,10,14,421,3,2854,3292,11230,8387,5510,101,26229,1001,10
52931,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",453,445,478,4,88,231,1468,96,10483,12278,39490,43036,27652,137,120032,9717,10
52932,SFO,"San Francisco, CA: San Francisco International",66,42,102,0,5,7,216,3,1215,1441,3043,3393,3666,2,10657,553,10
52933,LAS,"Las Vegas, NV: McCarran International",65,41,49,2,7,7,165,3,1121,1296,3955,2618,2161,40,9548,774,10
52934,PHL,"Philadelphia, PA: Philadelphia International",152,119,242,2,5,31,520,9,3214,3774,10713,6774,9747,91,28043,718,10
52935,ORD,"Chicago, IL: Chicago O'Hare International",201,198,230,4,8,16,641,7,4443,5107,12742,14349,6768,112,34715,744,10
52936,MIA,"Miami, FL: Miami International",205,147,186,2,11,14,552,7,3796,4369,17717,11286,5866,93,36536,1574,10
52937,PDX,"Portland, OR: Portland International",18,13,21,0,3,1,55,0,305,361,1084,912,608,0,2802,198,10
52938,IAD,"Washington, DC: Washington Dulles International",9,9,8,0,1,2,27,0,176,205,419,723,245,0,1432,45,10
52939,MCO,"Orlando, FL: Orlando International",94,71,62,0,8,6,234,0,1282,1522,4259,4495,1793,0,10966,419,10
52940,BOS,"Boston, MA: Logan International",130,108,131,1,8,36,378,2,2135,2551,7263,6804,5636,45,20329,581,10
52941,SEA,"Seattle, WA: Seattle/Tacoma International",26,25,51,0,3,2,105,0,528,635,1672,1379,1600,0,5014,363,10
52942,DTW,"Detroit, MI: Detroit Metro Wayne County",24,11,14,0,1,6,50,0,432,488,1065,827,412,0,2396,92,10
52943,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",219,159,214,1,10,20,604,3,4463,5090,13585,8973,6608,46,29990,778,10
52944,DCA,"Washington, DC: Ronald Reagan Washington National",109,105,201,0,6,39,422,7,2132,2600,5744,6587,6485,32,19456,608,10
52945,DEN,"Denver, CO: Denver International",52,25,39,0,4,6,119,1,684,810,3209,1444,1250,0,6217,314,10
52946,IAH,"Houston, TX: George Bush Intercontinental/Houston",58,28,47,0,6,5,139,1,677,822,3373,2463,2262,8,8827,721,10
52947,EWR,"Newark, NJ: Newark Liberty International",39,24,72,0,3,3,139,1,543,686,2481,1479,4110,2,8331,259,10
52948,CLT,"Charlotte, NC: Charlotte Douglas International",269,279,332,4,11,31,895,3,7329,8258,12895,15642,8682,95,38378,1064,10
52949,SAN,"San Diego, CA: San Diego International",34,22,22,1,4,4,83,0,634,721,1791,1593,1095,19,5167,669,10
52950,SLC,"Salt Lake City, UT: Salt Lake City International",19,14,4,0,3,4,41,1,284,330,1020,928,130,0,2549,471,10
52951,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",65,42,26,0,2,8,135,0,832,975,3498,3049,769,5,7514,193,10
52952,TPA,"Tampa, FL: Tampa International",55,33,32,0,3,6,123,1,892,1022,2599,2514,1047,3,6357,194,10
52953,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",37,31,37,0,4,4,109,4,550,667,1379,1543,1393,0,4899,584,10
52954,LGA,"New York, NY: LaGuardia",101,75,209,0,7,64,392,6,1832,2294,5139,3965,10223,7,19890,556,10
52955,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",35,16,26,0,0,2,77,1,442,522,2018,768,1018,5,3841,32,10
52956,MSP,"Minneapolis, MN: Minneapolis-St Paul International",47,22,21,0,2,5,92,0,578,675,2115,1637,650,0,4750,348,10
52957,DCA,"Washington, DC: Ronald Reagan Washington National",1,1,5,0,0,0,7,0,117,124,21,39,149,0,209,0,10
52958,SEA,"Seattle, WA: Seattle/Tacoma International",83,152,329,2,7,6,574,3,4026,4609,4958,8353,10574,108,24317,324,10
52959,LAX,"Los Angeles, CA: Los Angeles International",20,9,21,1,0,2,51,1,861,915,948,482,620,16,2066,0,10
52960,EWR,"Newark, NJ: Newark Liberty International",0,1,4,0,1,0,6,0,56,62,0,84,227,0,353,42,10
52961,BOS,"Boston, MA: Logan International",5,1,3,0,0,0,9,0,115,124,313,36,82,0,431,0,10
52962,MCO,"Orlando, FL: Orlando International",0,0,1,0,0,0,1,0,63,64,0,0,16,0,16,0,10
52963,ORD,"Chicago, IL: Chicago O'Hare International",8,1,10,0,0,0,19,0,162,181,503,19,264,0,786,0,10
52964,PDX,"Portland, OR: Portland International",21,43,32,0,2,0,98,0,1121,1219,860,3014,967,3,5000,156,10
52965,PHL,"Philadelphia, PA: Philadelphia International",0,0,1,0,2,0,3,0,28,31,0,0,24,0,189,165,10
52966,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",0,0,3,0,0,0,3,0,28,31,0,0,76,0,76,0,10
52967,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4,2,2,0,0,0,7,0,55,62,147,62,57,0,266,0,10
52968,SFO,"San Francisco, CA: San Francisco International",14,7,26,0,6,0,52,0,421,473,757,250,1108,0,2512,397,10
52969,SAN,"San Diego, CA: San Diego International",14,6,21,0,0,0,40,0,435,475,730,226,445,0,1401,0,10
52970,SLC,"Salt Lake City, UT: Salt Lake City International",3,2,4,0,0,0,9,0,177,186,126,125,107,0,358,0,10
52971,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5,2,13,0,0,0,20,0,112,132,405,98,357,0,860,0,10
52972,DEN,"Denver, CO: Denver International",10,0,7,0,1,0,18,0,109,127,560,0,180,0,766,26,10
52973,JFK,"New York, NY: John F. Kennedy International",0,0,1,0,0,0,1,0,30,31,0,0,29,0,29,0,10
