,code,name,carrier,late aircraft,national aviation system,security,weather,cancelled,delayed,diverted,on time,total,carrier,late aircraft,national aviation system,security,total,weather,month
52164,SFO,"San Francisco, CA: San Francisco International",35,39,68,0,3,3,145,7,306,461,2018,2107,3292,0,7584,167,7
52165,SAN,"San Diego, CA: San Diego International",6,3,16,0,0,0,24,2,98,124,446,277,527,0,1250,0,7
52166,LAX,"Los Angeles, CA: Los Angeles International",28,14,43,0,4,0,88,1,310,399,1705,720,1565,0,4227,237,7
52167,TPA,"Tampa, FL: Tampa International",38,37,20,0,2,2,97,2,412,513,2625,3300,896,0,6922,101,7
52168,MCO,"Orlando, FL: Orlando International",119,154,101,1,4,19,379,6,1354,1758,6269,10204,3755,46,20449,175,7
52169,PDX,"Portland, OR: Portland International",12,16,13,1,0,1,42,0,170,213,463,1101,552,28,2145,1,7
52170,IAD,"Washington, DC: Washington Dulles International",15,9,5,0,1,3,30,0,149,182,987,620,259,0,1888,22,7
52171,SLC,"Salt Lake City, UT: Salt Lake City International",11,10,10,0,2,0,33,1,90,124,614,332,340,0,1343,57,7
52172,DEN,"Denver, CO: Denver International",8,13,14,0,0,0,35,0,58,93,276,708,374,0,1358,0,7
52173,ORD,"Chicago, IL: Chicago O'Hare International",24,19,41,1,1,4,85,0,189,278,1287,1263,2071,36,4725,68,7
52174,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",9,8,5,0,0,0,22,1,146,169,363,529,257,0,1165,16,7
52175,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3,5,6,0,0,0,15,0,47,62,154,394,226,0,774,0,7
52176,PHL,"Philadelphia, PA: Philadelphia International",6,6,10,0,0,1,23,1,126,151,406,379,569,0,1388,34,7
52177,LGA,"New York, NY: LaGuardia",33,36,104,1,4,8,179,3,368,558,1361,2481,7314,20,11577,401,7
52178,CLT,"Charlotte, NC: Charlotte Douglas International",4,4,6,0,4,0,18,1,105,124,212,242,229,0,904,221,7
52179,DCA,"Washington, DC: Ronald Reagan Washington National",52,59,61,0,8,3,181,4,703,891,2976,3083,2620,13,9138,446,7
52180,SEA,"Seattle, WA: Seattle/Tacoma International",24,26,38,0,2,2,91,0,244,337,1547,1573,1164,19,4502,199,7
52181,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1,1,3,0,1,0,6,0,52,58,42,57,95,0,242,48,7
52182,DTW,"Detroit, MI: Detroit Metro Wayne County",12,8,9,0,1,1,29,0,94,124,584,565,413,0,1624,62,7
52183,MSP,"Minneapolis, MN: Minneapolis-St Paul International",231,267,281,0,36,3,814,8,5308,6133,19684,16211,9662,0,47491,1934,7
52184,SFO,"San Francisco, CA: San Francisco International",54,98,123,0,8,3,283,3,852,1141,2957,5651,5329,0,14193,256,7
52185,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",657,960,868,2,121,15,2609,146,18819,21589,61609,58316,42208,92,170274,8049,7
52186,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",27,23,28,1,9,0,88,0,556,644,1193,1325,1094,256,4546,678,7
52187,DTW,"Detroit, MI: Detroit Metro Wayne County",182,239,233,1,30,9,685,3,4558,5255,15331,15011,8530,31,40936,2033,7
52188,PDX,"Portland, OR: Portland International",46,48,27,0,6,0,127,0,584,711,2367,2204,1038,0,6102,493,7
52189,SLC,"Salt Lake City, UT: Salt Lake City International",127,144,83,0,14,1,367,4,3142,3514,11337,7664,3069,0,23027,957,7
52190,MCO,"Orlando, FL: Orlando International",86,79,101,0,15,4,281,11,1141,1437,5511,4978,3895,0,15766,1382,7
52191,IAD,"Washington, DC: Washington Dulles International",10,9,9,0,1,0,30,0,212,242,525,523,346,0,1466,72,7
52192,LAX,"Los Angeles, CA: Los Angeles International",128,184,311,1,19,4,643,7,2006,2660,10202,11724,13253,33,36317,1105,7
52193,MIA,"Miami, FL: Miami International",46,39,43,0,13,3,141,10,619,773,1997,2865,1812,0,7413,739,7
52194,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",33,18,16,0,6,1,73,1,464,539,1573,1245,475,0,3628,335,7
52195,LGA,"New York, NY: LaGuardia",94,154,362,0,14,37,623,14,1423,2097,6030,12489,22196,0,41528,813,7
52196,DEN,"Denver, CO: Denver International",40,33,43,0,4,0,120,2,576,698,1883,2464,1586,0,6172,239,7
52197,LAS,"Las Vegas, NV: McCarran International",60,65,46,0,9,0,180,2,904,1086,4181,4374,2115,0,11430,760,7
52198,PHL,"Philadelphia, PA: Philadelphia International",43,43,63,0,6,0,154,0,542,696,2837,2877,2533,0,8454,207,7
52199,DCA,"Washington, DC: Ronald Reagan Washington National",53,38,56,0,7,0,155,4,704,863,3546,2309,2260,0,8750,635,7
52200,TPA,"Tampa, FL: Tampa International",64,55,49,0,9,2,177,1,765,945,3196,3474,2301,0,9881,910,7
52201,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",50,23,33,0,8,0,114,0,528,642,3061,1045,1229,0,5924,589,7
52202,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",69,39,48,0,8,2,165,2,785,954,4602,2882,2434,0,10624,706,7
52203,SEA,"Seattle, WA: Seattle/Tacoma International",88,60,81,0,11,0,241,2,1347,1590,4572,2581,2409,0,10216,654,7
52204,BOS,"Boston, MA: Logan International",72,78,54,0,7,8,211,0,1075,1294,5159,5516,1975,0,13058,408,7
52205,ORD,"Chicago, IL: Chicago O'Hare International",41,26,69,0,6,1,142,0,537,680,2704,1399,3443,0,8004,458,7
52206,SAN,"San Diego, CA: San Diego International",38,19,32,0,3,0,93,2,536,631,2203,894,1113,0,4336,126,7
52207,CLT,"Charlotte, NC: Charlotte Douglas International",36,22,24,0,5,0,87,0,510,597,2589,1699,1030,0,5598,280,7
52208,IAH,"Houston, TX: George Bush Intercontinental/Houston",21,9,12,0,2,1,44,0,298,343,1184,615,637,0,2542,106,7
52209,MDW,"Chicago, IL: Chicago Midway International",9,3,17,0,2,0,32,0,222,254,474,317,611,0,1502,100,7
52210,EWR,"Newark, NJ: Newark Liberty International",31,17,73,0,4,0,125,0,374,499,1474,986,4705,0,7476,311,7
52211,JFK,"New York, NY: John F. Kennedy International",108,116,246,1,19,3,491,2,2075,2571,10583,8486,14899,39,35209,1202,7
52212,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",128,268,134,0,0,16,530,2,2306,2854,11642,17033,4287,0,32962,0,7
52213,ORD,"Chicago, IL: Chicago O'Hare International",135,317,445,0,17,112,914,6,3425,4457,12237,21544,29467,0,65395,2147,7
52214,IAH,"Houston, TX: George Bush Intercontinental/Houston",108,252,215,0,16,65,591,12,4798,5466,9268,16204,12055,0,39027,1500,7
52215,EWR,"Newark, NJ: Newark Liberty International",105,251,391,0,12,156,759,8,2211,3134,8199,18447,29761,0,57477,1070,7
52216,CLT,"Charlotte, NC: Charlotte Douglas International",36,26,66,0,1,10,129,2,275,416,2576,1661,2885,0,7241,119,7
52217,DEN,"Denver, CO: Denver International",1,0,2,0,0,1,3,0,9,13,15,1,52,0,68,0,7
52218,DTW,"Detroit, MI: Detroit Metro Wayne County",93,159,90,0,0,17,342,4,1549,1912,8140,11302,3546,0,22988,0,7
52219,MSP,"Minneapolis, MN: Minneapolis-St Paul International",33,52,35,0,0,10,120,2,484,616,2458,3490,1179,0,7127,0,7
52220,LGA,"New York, NY: LaGuardia",82,95,143,0,0,91,321,10,646,1068,7279,7499,8472,0,23250,0,7
52221,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",269,507,256,0,0,10,1031,29,4408,5478,25065,31065,10465,0,66595,0,7
52222,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1,0,1,0,0,2,2,0,10,14,128,0,16,0,144,0,7
52223,BOS,"Boston, MA: Logan International",11,11,9,0,0,1,31,1,196,229,626,891,379,0,1921,25,7
52224,IAD,"Washington, DC: Washington Dulles International",8,12,9,0,1,10,30,2,125,167,448,627,433,0,1716,208,7
52225,DCA,"Washington, DC: Ronald Reagan Washington National",12,22,15,0,1,16,50,2,187,255,1161,1408,864,0,3601,168,7
52226,SLC,"Salt Lake City, UT: Salt Lake City International",0,0,1,0,0,0,1,0,3,4,0,0,39,0,39,0,7
52227,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",0,0,1,0,0,0,1,0,1,2,0,0,16,0,16,0,7
52228,MCO,"Orlando, FL: Orlando International",0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7
52229,MDW,"Chicago, IL: Chicago Midway International",13,7,4,0,0,2,25,0,80,107,892,867,288,0,2047,0,7
52230,SEA,"Seattle, WA: Seattle/Tacoma International",15,5,13,0,0,0,33,0,60,93,594,370,645,0,1609,0,7
52231,DEN,"Denver, CO: Denver International",87,182,271,0,5,7,546,3,1417,1973,6691,18168,13412,0,38541,270,7
52232,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",29,47,83,0,1,3,161,2,362,528,2626,4028,3942,0,10643,47,7
52233,MIA,"Miami, FL: Miami International",15,10,33,0,0,1,59,2,124,186,999,1126,1701,0,3837,11,7
52234,LGA,"New York, NY: LaGuardia",9,7,19,0,0,0,35,2,56,93,392,569,892,0,1853,0,7
52235,LAS,"Las Vegas, NV: McCarran International",32,40,72,0,2,1,147,1,297,446,2177,3524,3628,0,9421,92,7
52236,ORD,"Chicago, IL: Chicago O'Hare International",28,32,100,0,1,1,161,0,331,493,2161,3480,5603,0,11266,22,7
52237,MCO,"Orlando, FL: Orlando International",26,17,48,0,0,2,92,1,294,389,1660,1188,2065,0,4920,7,7
52238,PHL,"Philadelphia, PA: Philadelphia International",13,18,39,0,0,0,70,0,209,279,589,1680,1766,0,4035,0,7
52239,PDX,"Portland, OR: Portland International",5,4,4,0,1,0,14,0,79,93,174,313,306,0,814,21,7
52240,SAN,"San Diego, CA: San Diego International",3,4,7,0,0,0,14,0,51,65,167,230,285,0,696,14,7
52241,CLT,"Charlotte, NC: Charlotte Douglas International",3,6,5,0,0,0,14,0,48,62,88,303,252,0,643,0,7
52242,TPA,"Tampa, FL: Tampa International",9,9,11,0,0,0,30,0,93,123,856,685,619,0,2160,0,7
52243,DTW,"Detroit, MI: Detroit Metro Wayne County",6,5,4,0,0,1,15,0,64,80,195,199,185,0,579,0,7
52244,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",8,15,19,0,1,1,43,1,110,155,478,1671,851,0,3015,15,7
52245,SFO,"San Francisco, CA: San Francisco International",13,10,41,0,0,0,64,0,121,185,1005,693,1722,0,3432,12,7
52246,LAX,"Los Angeles, CA: Los Angeles International",7,12,36,0,0,0,55,1,90,146,398,757,1840,0,2995,0,7
52247,MSP,"Minneapolis, MN: Minneapolis-St Paul International",14,11,38,0,1,2,64,1,137,204,1104,875,1735,0,3860,146,7
52248,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11,4,9,0,1,1,25,0,97,123,481,221,507,0,1261,52,7
52249,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",7,0,4,0,0,0,11,0,38,49,287,0,327,0,614,0,7
52250,IAH,"Houston, TX: George Bush Intercontinental/Houston",12,15,25,0,1,0,52,0,103,155,619,1372,1054,0,3072,27,7
52251,SLC,"Salt Lake City, UT: Salt Lake City International",8,6,19,0,1,0,34,0,62,96,279,308,923,0,1548,38,7
52252,DCA,"Washington, DC: Ronald Reagan Washington National",2,2,13,0,0,0,17,0,75,92,75,33,433,0,543,2,7
52253,IAD,"Washington, DC: Washington Dulles International",14,14,27,0,0,4,55,0,156,215,1335,823,1644,0,3810,8,7
52254,LAX,"Los Angeles, CA: Los Angeles International",13,1,0,0,0,0,14,1,171,186,740,40,0,0,780,0,7
52255,LAS,"Las Vegas, NV: McCarran International",7,0,0,0,0,0,7,0,69,76,194,0,0,0,194,0,7
52256,SEA,"Seattle, WA: Seattle/Tacoma International",23,1,0,1,0,0,25,0,37,62,637,50,4,8,699,0,7
52257,PDX,"Portland, OR: Portland International",16,0,0,0,0,0,16,0,15,31,489,0,4,0,496,3,7
52258,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5,1,0,0,0,0,6,0,25,31,180,25,0,0,205,0,7
52259,SFO,"San Francisco, CA: San Francisco International",12,0,3,0,0,1,15,1,45,62,452,0,108,0,560,0,7
52260,JFK,"New York, NY: John F. Kennedy International",13,1,0,0,1,0,15,0,16,31,544,91,0,0,714,79,7
52261,SAN,"San Diego, CA: San Diego International",12,0,0,0,0,0,12,0,19,31,939,0,2,0,941,0,7
52262,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",170,287,161,1,33,58,652,13,3654,4377,13210,16598,6140,20,39568,3600,7
52263,MIA,"Miami, FL: Miami International",27,40,27,0,5,8,100,1,365,474,1406,2866,865,0,5380,243,7
52264,ORD,"Chicago, IL: Chicago O'Hare International",172,373,410,2,69,179,1026,7,4884,6096,16319,25825,24804,40,74727,7739,7
52265,DTW,"Detroit, MI: Detroit Metro Wayne County",12,31,24,0,2,8,69,0,117,194,634,1996,1010,0,3804,164,7
52266,LGA,"New York, NY: LaGuardia",57,114,164,1,8,90,344,4,621,1059,4272,8643,9793,15,23401,678,7
52267,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5,4,6,0,0,4,15,1,99,119,177,188,286,0,651,0,7
52268,JFK,"New York, NY: John F. Kennedy International",11,26,31,0,2,21,70,3,247,341,902,1879,2362,0,5283,140,7
52269,EWR,"Newark, NJ: Newark Liberty International",3,0,1,0,0,2,4,0,24,30,118,0,111,0,229,0,7
52270,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",22,17,16,0,0,15,55,0,104,174,1144,1070,635,0,2855,6,7
52271,PHL,"Philadelphia, PA: Philadelphia International",0,1,0,0,0,0,1,0,2,3,0,103,46,0,149,0,7
52272,DCA,"Washington, DC: Ronald Reagan Washington National",2,2,3,0,0,0,7,0,24,31,56,200,75,0,331,0,7
52273,LAX,"Los Angeles, CA: Los Angeles International",1,2,2,0,1,1,6,2,22,31,38,132,68,0,282,44,7
52274,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",48,41,47,2,3,4,141,3,286,434,2892,3613,2715,47,9448,181,7
52275,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",70,79,114,3,3,4,269,1,766,1040,3271,6037,6840,70,16422,204,7
52276,LAS,"Las Vegas, NV: McCarran International",63,80,102,1,1,9,247,0,612,868,3386,5995,4720,18,14200,81,7
52277,ORD,"Chicago, IL: Chicago O'Hare International",66,83,218,3,6,26,375,0,622,1023,4600,6554,12664,156,24467,493,7
52278,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",70,96,96,2,2,11,265,0,580,856,3599,7309,4396,122,15709,283,7
52279,PHL,"Philadelphia, PA: Philadelphia International",9,18,21,1,1,0,50,0,105,155,490,1603,1515,15,3677,54,7
52280,BOS,"Boston, MA: Logan International",14,17,28,0,1,2,60,0,186,248,1127,690,1326,0,3283,140,7
52281,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",34,28,62,3,2,2,130,1,200,333,1896,2477,2952,90,7641,226,7
52282,MSP,"Minneapolis, MN: Minneapolis-St Paul International",29,31,60,4,2,5,126,1,178,310,1391,2158,3483,114,7210,64,7
52283,MCO,"Orlando, FL: Orlando International",22,39,35,0,1,2,97,0,291,390,1574,2507,1829,0,5927,17,7
52284,SAN,"San Diego, CA: San Diego International",13,9,18,0,1,2,40,0,144,186,624,660,996,0,2348,68,7
52285,DTW,"Detroit, MI: Detroit Metro Wayne County",34,80,74,1,4,7,193,0,429,629,1503,6533,4675,13,12971,247,7
52286,DEN,"Denver, CO: Denver International",22,39,42,1,2,6,106,5,286,403,1150,3317,2280,27,6936,162,7
52287,IAH,"Houston, TX: George Bush Intercontinental/Houston",48,50,73,2,4,10,176,1,340,527,2327,3646,3392,47,9680,268,7
52288,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",6,3,5,0,0,0,14,0,48,62,281,160,207,0,648,0,7
52289,LAX,"Los Angeles, CA: Los Angeles International",42,38,89,3,1,5,172,1,271,449,2480,2609,4100,62,9298,47,7
52290,LGA,"New York, NY: LaGuardia",20,11,59,0,1,11,91,2,237,341,1066,658,3369,0,5126,33,7
52291,TPA,"Tampa, FL: Tampa International",16,18,19,0,1,4,53,1,120,178,1363,1481,942,0,3797,11,7
52292,PDX,"Portland, OR: Portland International",9,12,10,0,1,4,32,0,57,93,377,820,543,0,1790,50,7
52293,LAX,"Los Angeles, CA: Los Angeles International",142,473,506,0,23,91,1144,8,2217,3460,13670,32955,24624,0,72478,1229,7
52294,SAN,"San Diego, CA: San Diego International",47,98,28,0,3,17,176,1,436,630,2554,6015,1020,0,9819,230,7
52295,SLC,"Salt Lake City, UT: Salt Lake City International",115,248,77,1,14,22,455,6,3733,4216,11072,15268,2515,34,29549,660,7
52296,MSP,"Minneapolis, MN: Minneapolis-St Paul International",80,167,202,1,21,12,472,2,2157,2643,8202,10198,6251,20,25792,1121,7
52297,SFO,"San Francisco, CA: San Francisco International",88,283,307,0,7,82,685,1,2334,3102,9332,18144,19079,0,46917,362,7
52298,DTW,"Detroit, MI: Detroit Metro Wayne County",39,71,48,0,7,10,165,0,838,1013,3418,5207,1621,10,10799,543,7
52299,IAH,"Houston, TX: George Bush Intercontinental/Houston",59,167,60,0,3,35,289,2,1186,1512,4934,10466,2716,0,18411,295,7
52300,LAS,"Las Vegas, NV: McCarran International",7,20,2,0,0,1,30,1,150,182,444,1368,68,0,1880,0,7
52301,SEA,"Seattle, WA: Seattle/Tacoma International",43,96,43,1,2,9,186,1,1131,1327,3883,6356,1168,19,11553,127,7
52302,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",40,28,20,1,1,1,90,0,262,353,2763,1664,926,9,5457,95,7
52303,ORD,"Chicago, IL: Chicago O'Hare International",131,405,307,0,13,98,855,9,2639,3601,9946,27800,15547,0,54144,851,7
52304,DEN,"Denver, CO: Denver International",156,435,257,0,20,62,868,32,3657,4619,14473,26590,10751,0,52996,1182,7
52305,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",94,121,68,0,5,24,288,4,1720,2036,6707,8643,2275,24,17930,281,7
52306,MDW,"Chicago, IL: Chicago Midway International",4,0,4,0,0,0,8,0,75,83,175,5,124,0,304,0,7
52307,DCA,"Washington, DC: Ronald Reagan Washington National",18,14,10,0,0,4,42,1,117,164,783,974,683,0,2440,0,7
52308,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",29,25,20,1,3,13,77,2,334,426,1894,1560,777,13,4649,405,7
52309,PDX,"Portland, OR: Portland International",13,9,1,1,0,1,24,1,406,432,1173,410,65,25,1673,0,7
52310,IAD,"Washington, DC: Washington Dulles International",4,0,0,0,0,0,4,0,32,36,277,13,24,0,314,0,7
52311,CLT,"Charlotte, NC: Charlotte Douglas International",5,4,10,0,0,3,20,1,32,56,196,234,332,0,762,0,7
52312,MIA,"Miami, FL: Miami International",6,0,3,0,1,0,10,1,42,53,319,15,73,0,698,291,7
52313,BOS,"Boston, MA: Logan International",1,0,0,0,1,0,2,0,21,23,71,0,23,0,160,66,7
52314,IAH,"Houston, TX: George Bush Intercontinental/Houston",415,411,185,0,47,45,1057,9,3991,5102,26612,35258,8519,0,73824,3435,7
52315,ORD,"Chicago, IL: Chicago O'Hare International",464,562,393,0,39,91,1459,10,4346,5906,28321,47215,20387,0,98975,3052,7
52316,EWR,"Newark, NJ: Newark Liberty International",267,379,384,0,38,58,1068,17,2994,4137,17487,32115,25842,0,77989,2545,7
52317,SFO,"San Francisco, CA: San Francisco International",408,384,368,0,30,47,1190,5,3435,4677,27069,30342,17909,0,76976,1656,7
52318,IAD,"Washington, DC: Washington Dulles International",141,147,69,0,20,14,377,2,1428,1821,7948,10448,3286,0,23096,1414,7
52319,MCO,"Orlando, FL: Orlando International",112,87,45,0,7,5,251,5,772,1033,6098,7919,2007,0,16700,676,7
52320,TPA,"Tampa, FL: Tampa International",76,54,31,0,2,0,163,1,353,517,4971,5349,1664,0,12139,155,7
52321,DCA,"Washington, DC: Ronald Reagan Washington National",46,43,16,0,3,8,108,2,337,455,3073,3387,704,0,7503,339,7
52322,LAX,"Los Angeles, CA: Los Angeles International",321,248,377,0,18,26,964,9,1860,2859,20345,22695,17004,0,61490,1446,7
52323,DEN,"Denver, CO: Denver International",356,388,233,0,30,34,1007,27,3538,4606,24963,31624,10109,0,68688,1992,7
52324,LAS,"Las Vegas, NV: McCarran International",97,101,18,0,4,4,221,5,722,952,5450,7535,956,0,14163,222,7
52325,SLC,"Salt Lake City, UT: Salt Lake City International",18,6,7,0,1,3,32,1,86,122,1057,665,237,0,2058,99,7
52326,LGA,"New York, NY: LaGuardia",51,62,109,0,8,21,230,10,540,801,3515,4936,7588,0,16437,398,7
52327,MSP,"Minneapolis, MN: Minneapolis-St Paul International",42,50,9,0,4,11,104,0,271,386,2563,4163,342,0,7482,414,7
52328,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",54,55,17,0,4,7,131,0,281,419,3253,4980,768,0,9499,498,7
52329,SAN,"San Diego, CA: San Diego International",79,75,22,0,6,4,181,5,603,793,5038,5689,860,0,12077,490,7
52330,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",46,32,11,0,1,2,91,2,294,389,3123,2255,607,0,6069,84,7
52331,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",42,44,18,0,4,0,108,0,200,308,2325,3452,849,0,6844,218,7
52332,SEA,"Seattle, WA: Seattle/Tacoma International",120,87,45,0,6,6,257,0,698,961,6599,7456,2195,0,16554,304,7
52333,PHL,"Philadelphia, PA: Philadelphia International",35,39,16,0,2,6,93,1,267,367,1890,3169,1336,0,6640,245,7
52334,MIA,"Miami, FL: Miami International",33,22,5,0,1,1,61,0,121,183,1730,2101,206,0,4055,18,7
52335,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",25,27,20,0,2,4,73,0,239,316,1624,2569,1089,0,5388,106,7
52336,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",40,42,10,0,3,2,95,0,238,335,2180,3498,492,0,6357,187,7
52337,PDX,"Portland, OR: Portland International",64,81,15,0,5,4,164,0,437,605,3848,5216,603,0,10036,369,7
52338,CLT,"Charlotte, NC: Charlotte Douglas International",2,0,0,0,1,0,3,0,22,25,154,15,38,0,404,197,7
52339,BOS,"Boston, MA: Logan International",131,115,53,0,6,4,306,1,908,1219,7753,10144,2580,0,20731,254,7
52340,JFK,"New York, NY: John F. Kennedy International",26,20,24,0,2,5,71,1,301,378,1596,1964,1788,0,5442,94,7
52341,DTW,"Detroit, MI: Detroit Metro Wayne County",10,10,5,0,1,1,26,1,93,121,584,835,160,0,1593,14,7
52342,SEA,"Seattle, WA: Seattle/Tacoma International",12,25,10,0,1,0,48,0,150,198,595,1229,324,0,2171,23,7
52343,LGA,"New York, NY: LaGuardia",7,2,20,0,10,0,39,1,72,112,280,93,994,0,1717,350,7
52344,IAD,"Washington, DC: Washington Dulles International",5,5,0,0,3,0,13,1,134,148,152,201,3,0,405,49,7
52345,LAX,"Los Angeles, CA: Los Angeles International",59,91,163,0,11,4,325,2,772,1103,2938,5996,8341,9,17786,502,7
52346,SFO,"San Francisco, CA: San Francisco International",53,111,182,2,11,5,360,0,1134,1499,2894,6077,10105,104,19775,595,7
52347,LAS,"Las Vegas, NV: McCarran International",10,44,6,0,5,1,66,1,263,331,720,2473,366,0,3688,129,7
52348,SAN,"San Diego, CA: San Diego International",2,21,6,0,1,0,30,0,146,176,54,1048,185,0,1305,18,7
52349,JFK,"New York, NY: John F. Kennedy International",12,26,31,0,6,2,75,0,256,333,504,1369,1799,19,3917,226,7
52350,BOS,"Boston, MA: Logan International",7,14,5,0,0,0,26,0,174,200,396,763,237,18,1427,13,7
52351,EWR,"Newark, NJ: Newark Liberty International",4,10,19,0,4,0,37,1,146,184,314,500,1271,0,2252,167,7
